pitch_uid,pitch_no,date,pa_of_inning,pitch_of_pa,pitcher_name,pitcher_id,pitcher_throws,pitcher_team_id,pitcher_team_name,batter_name,batter_id,batter_side,batter_team_id,batter_team_name,inning,top_bottom,outs,balls,strikes,pitch_type,pitch_type_abbr,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,rel_speed,spin_rate,spin_axis,rel_height,rel_side,extension,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,vert_appr_angle,horz_appr_angle,exit_speed,launch_angle,distance,catcher_name,catcher_id,home_team_id,home_team_name,away_team_id,away_team_name,game_id,game_type,season,pitch_group,pitch_group_abbr,count_type,is_zone,is_strike,is_swing,pitch_call_prev,pitch_type_prev,pitch_group_prev,pa_id,pa_result,run_value_diff
2024-745850-23,23,3/30/24,1,1,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,1,Bottom,0,0,0,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,92.5,1872,146,5.53,-3.13,6.7,14.64,-4.2,2.75,0.33,-4.732393199,3.346364745,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,TRUE,TRUE,FALSE,NA,NA,NA,745850_1_1_669084_607043,NA,-0.055420604
2024-745850-24,24,3/30/24,1,2,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,1,Bottom,0,0,1,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,92.8,2011,148,5.56,-2.98,6.6,15.36,-1.8,1.87,0.08,-5.598475807,3.123180211,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,TRUE,TRUE,FALSE,StrikeCalled,Fastball,Fastball,745850_1_1_669084_607043,NA,-0.075639955
2024-745850-25,25,3/30/24,1,3,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,1,Bottom,0,0,2,Slider,SL,InPlay,NA,LineDrive,Single,0,0,84.5,2320,298,5.43,-3.09,6.7,2.76,10.8,1.91,1,-7.307278604,5.326372636,65.6,24,191,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,FALSE,TRUE,TRUE,StrikeCalled,Fastball,Fastball,745850_1_1_669084_607043,"In Play, Single",0.28546882
2024-745850-26,26,3/30/24,2,1,"Hall, DL",669084,Left,MIL,MIL,"Lindor, Francisco",596019,Right,NYM,NYM,1,Bottom,0,0,0,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,92.5,2090,158,5.42,-3.3,6.9,14.4,-5.64,3.22,0.09,-4.142962412,3.14596715,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,TRUE,TRUE,FALSE,NA,NA,NA,745850_1_2_669084_596019,NA,-0.055420604
2024-745850-27,27,3/30/24,2,2,"Hall, DL",669084,Left,MIL,MIL,"Lindor, Francisco",596019,Right,NYM,NYM,1,Bottom,0,0,1,Curveball,CB,StrikeCalled,NA,NA,NA,NA,0,79.1,2388,311,5.63,-3.19,6.8,-15.24,13.08,2.52,-0.3,-8.961957508,4.233744656,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Early,TRUE,TRUE,FALSE,StrikeCalled,Fastball,Fastball,745850_1_2_669084_596019,NA,-0.075639955
2024-745850-28,28,3/30/24,2,3,"Hall, DL",669084,Left,MIL,MIL,"Lindor, Francisco",596019,Right,NYM,NYM,1,Bottom,0,0,2,Fastball,FB,InPlay,NA,LineDrive,Out,1,0,92.9,2060,151,5.34,-3.27,6.8,15.24,-3.72,2.75,-0.53,-4.441784101,2.612621205,95.7,8,145,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Two Strikes,TRUE,TRUE,TRUE,StrikeCalled,Curveball,Breaking Ball,745850_1_2_669084_596019,"In Play, Out",0.425552367
2024-745850-29,29,3/30/24,3,1,"Hall, DL",669084,Left,MIL,MIL,"Alonso, Pete",624413,Right,NYM,NYM,1,Bottom,1,0,0,Curveball,CB,StrikeCalled,NA,NA,NA,NA,0,79.3,2259,318,5.61,-3.33,6.6,-13.68,9.72,2.47,-0.85,-8.838099069,3.498496559,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,F-Pitch,FALSE,TRUE,FALSE,NA,NA,NA,745850_1_3_669084_624413,NA,-0.055420604
2024-745850-30,30,3/30/24,3,2,"Hall, DL",669084,Left,MIL,MIL,"Alonso, Pete",624413,Right,NYM,NYM,1,Bottom,1,0,1,Fastball,FB,FoulBall,NA,NA,NA,NA,0,92.3,1988,141,5.38,-3.2,6.9,11.52,-7.2,2.03,0.06,-5.623633063,2.868794092,74.9,32,209,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,TRUE,TRUE,TRUE,StrikeCalled,Curveball,Breaking Ball,745850_1_3_669084_624413,NA,-0.075639955
2024-745850-31,31,3/30/24,3,3,"Hall, DL",669084,Left,MIL,MIL,"Alonso, Pete",624413,Right,NYM,NYM,1,Bottom,1,0,2,Curveball,CB,HitByPitch,NA,NA,NA,0,0,79.3,2457,311,5.58,-3.09,6.9,-9.12,10.68,1.86,1.53,-9.049409182,5.884760998,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,FALSE,FALSE,FALSE,FoulBall,Fastball,Fastball,745850_1_3_669084_624413,Hit By Pitch,0.493389167
2024-745850-32,32,3/30/24,4,1,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,1,Bottom,1,0,0,ChangeUp,CH,BallCalled,NA,NA,NA,NA,0,83.5,1974,122,5.4,-3.48,7,7.32,-14.52,1.6,-0.49,-7.297638701,1.919581726,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,F-Pitch,TRUE,FALSE,FALSE,NA,NA,NA,745850_1_4_669084_621438,NA,0.04620961
2024-745850-33,33,3/30/24,4,2,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,1,Bottom,1,1,0,ChangeUp,CH,StrikeSwinging,NA,NA,NA,NA,0,83.3,1941,118,5.34,-3.34,6.9,11.76,-13.56,1.93,0.1,-6.517792909,2.492468527,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,Early,TRUE,TRUE,TRUE,BallCalled,ChangeUp,Offspeed,745850_1_4_669084_621438,NA,-0.065353456
2024-745850-34,34,3/30/24,4,3,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,1,Bottom,1,1,1,Curveball,CB,InPlay,NA,GroundBall,Out,1,0,78.9,2453,317,5.63,-3.32,6.5,-9.48,11.28,2.25,0.56,-8.761151367,5.138578026,54.9,-13,8,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Early,TRUE,TRUE,TRUE,StrikeSwinging,ChangeUp,Offspeed,745850_1_4_669084_621438,"In Play, Out",-0.25133599
2024-745850-35,35,3/30/24,5,1,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,0,0,Fastball,FB,FoulBall,NA,NA,NA,NA,0,92.8,2035,148,5.51,-3.07,7,11.4,-6,2.69,0.19,-5.029427028,2.974567433,76.5,8,119,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,TRUE,TRUE,TRUE,NA,NA,NA,745850_1_5_669084_516782,NA,-0.055420604
2024-745850-36,36,3/30/24,5,2,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,0,1,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,93.2,2097,138,5.42,-3.04,7,15,-6.48,2.46,0.11,-4.823798903,2.814080443,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,TRUE,TRUE,FALSE,FoulBall,Fastball,Fastball,745850_1_5_669084_516782,NA,-0.075639955
2024-745850-37,37,3/30/24,5,3,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,0,2,Fastball,FB,FoulBall,NA,NA,NA,NA,0,91.8,2229,145,5.38,-3.09,6.9,14.04,-8.04,3.06,-0.13,-4.366900315,2.470783664,73.4,23,195,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Two Strikes,TRUE,TRUE,TRUE,StrikeCalled,Fastball,Fastball,745850_1_5_669084_516782,NA,0
2024-745850-38,38,3/30/24,5,4,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,0,2,ChangeUp,CH,BallCalled,NA,NA,NA,NA,0,86,2083,118,5.26,-3.21,7.2,8.88,-15.84,-0.39,0.35,-8.870603311,2.411477415,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,Two Strikes,FALSE,FALSE,FALSE,FoulBall,Fastball,Fastball,745850_1_5_669084_516782,NA,0.026380078
2024-745850-39,39,3/30/24,5,5,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,1,2,Curveball,CB,BallCalled,NA,NA,NA,NA,0,78.5,2407,314,5.54,-3.16,7,-13.32,9.48,1.77,1.06,-9.545039654,5.351385498,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,FALSE,FALSE,FALSE,BallCalled,ChangeUp,Offspeed,745850_1_5_669084_516782,NA,0.050954835
2024-745850-40,40,3/30/24,5,6,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,2,2,Fastball,FB,FoulBall,NA,NA,NA,NA,0,91.4,1989,145,5.33,-3.26,7,10.44,-1.92,3.14,-0.2,-4.58278392,3.111516817,91.9,-13,13,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Two Strikes,TRUE,TRUE,TRUE,BallCalled,Curveball,Breaking Ball,745850_1_5_669084_516782,NA,0
2024-745850-41,41,3/30/24,5,7,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,2,2,ChangeUp,CH,BallCalled,NA,NA,NA,NA,0,84.8,2018,111,5.42,-3.21,7.1,10.44,-12.36,1.51,0.89,-7.017430053,3.310583107,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,Two Strikes,FALSE,FALSE,FALSE,FoulBall,Fastball,Fastball,745850_1_5_669084_516782,NA,0.115264066
2024-745850-42,42,3/30/24,5,8,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,1,Bottom,2,3,2,Curveball,CB,BallCalled,Walk,NA,NA,NA,0,76.7,2293,315,5.63,-3.26,6.9,-12.24,15,3.54,-0.63,-7.85364999,4.124695282,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,FALSE,FALSE,FALSE,BallCalled,ChangeUp,Offspeed,745850_1_5_669084_516782,Walk,0.292084097
2024-745850-43,43,3/30/24,6,1,"Hall, DL",669084,Left,MIL,MIL,"McNeil, Jeff",643446,Left,NYM,NYM,1,Bottom,2,0,0,Slider,SL,BallCalled,NA,NA,NA,NA,0,83.2,2250,298,5.4,-3.13,6.8,-5.16,6.84,1.64,0.85,-8.375540116,4.862983049,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,F-Pitch,FALSE,FALSE,FALSE,NA,NA,NA,745850_1_6_669084_643446,NA,0.04620961
2024-745850-44,44,3/30/24,6,2,"Hall, DL",669084,Left,MIL,MIL,"McNeil, Jeff",643446,Left,NYM,NYM,1,Bottom,2,1,0,Slider,SL,StrikeCalled,NA,NA,NA,NA,0,82.8,2300,289,5.37,-3.23,7.1,-3.96,4.08,2.25,0.64,-7.635054873,4.498767005,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Early,TRUE,TRUE,FALSE,BallCalled,Slider,Breaking Ball,745850_1_6_669084_643446,NA,-0.065353456
2024-745850-45,45,3/30/24,6,3,"Hall, DL",669084,Left,MIL,MIL,"McNeil, Jeff",643446,Left,NYM,NYM,1,Bottom,2,1,1,Fastball,FB,BallCalled,NA,NA,NA,NA,0,93.1,2140,142,5.46,-2.96,6.9,15,-6.36,1.14,0.34,-6.264189574,2.98550961,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,FALSE,FALSE,FALSE,StrikeCalled,Slider,Breaking Ball,745850_1_6_669084_643446,NA,0.064921367
2024-745850-46,46,3/30/24,6,4,"Hall, DL",669084,Left,MIL,MIL,"McNeil, Jeff",643446,Left,NYM,NYM,1,Bottom,2,2,1,Fastball,FB,InPlay,NA,FlyBall,Out,1,0,91.7,2050,141,5.33,-3.18,6.8,12.48,-8.64,2.8,-0.29,-4.733660644,2.341435191,97.2,31,361,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,B-Ahead,TRUE,TRUE,TRUE,BallCalled,Fastball,Fastball,745850_1_6_669084_643446,"In Play, Out",0.217415744
2024-745850-63,63,3/30/24,1,1,"Hall, DL",669084,Left,MIL,MIL,"Alvarez, Francisco",682626,Right,NYM,NYM,2,Bottom,0,0,0,Curveball,CB,InPlay,NA,LineDrive,HomeRun,0,1,77,2426,317,5.71,-3.19,6.8,-11.64,11.28,2.61,0.11,-8.835532721,4.517267349,109.7,21,400,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,F-Pitch,TRUE,TRUE,TRUE,NA,NA,NA,745850_2_1_669084_682626,"In Play, Home Run",0.898445559
2024-745850-64,64,3/30/24,2,1,"Hall, DL",669084,Left,MIL,MIL,"Short, Zack",670097,Right,NYM,NYM,2,Bottom,0,0,0,Fastball,FB,BallCalled,NA,NA,NA,NA,0,93.4,1962,139,5.39,-3.12,6.8,11.16,-4.92,3.26,-1.31,-4.267440202,1.511327995,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,FALSE,FALSE,FALSE,NA,NA,NA,745850_2_2_669084_670097,NA,0.04620961
2024-745850-65,65,3/30/24,2,2,"Hall, DL",669084,Left,MIL,MIL,"Short, Zack",670097,Right,NYM,NYM,2,Bottom,0,1,0,Fastball,FB,InPlay,NA,LineDrive,Single,0,0,92.2,1982,138,5.35,-3.17,6.8,9.96,-4.92,2.78,0.16,-4.948858845,3.144317385,73.3,18,179,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,TRUE,TRUE,TRUE,BallCalled,Fastball,Fastball,745850_2_2_669084_670097,"In Play, Single",0.218644491
2024-745850-66,66,3/30/24,3,1,"Hall, DL",669084,Left,MIL,MIL,"Bader, Harrison",664056,Right,NYM,NYM,2,Bottom,0,0,0,ChangeUp,CH,BallCalled,NA,NA,NA,NA,0,83.3,1853,120,5.36,-3.35,7.1,9,-16.8,0.81,1.03,-7.958624813,3.206695433,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,F-Pitch,FALSE,FALSE,FALSE,NA,NA,NA,745850_2_3_669084_664056,NA,0.04620961
2024-745850-67,67,3/30/24,3,2,"Hall, DL",669084,Left,MIL,MIL,"Bader, Harrison",664056,Right,NYM,NYM,2,Bottom,0,1,0,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,91.5,2064,131,5.34,-3.35,7,13.8,-7.56,2.59,-0.82,-4.868619992,2.051604674,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,FALSE,TRUE,FALSE,BallCalled,ChangeUp,Offspeed,745850_2_3_669084_664056,NA,-0.065353456
2024-745850-68,68,3/30/24,3,3,"Hall, DL",669084,Left,MIL,MIL,"Bader, Harrison",664056,Right,NYM,NYM,2,Bottom,0,1,1,Fastball,FB,InPlay,NA,FlyBall,Out,1,0,91.6,2041,135,5.37,-3.21,6.8,12,-7.08,2.6,0.51,-5.037690618,3.373310255,92.2,38,333,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,TRUE,TRUE,TRUE,StrikeCalled,Fastball,Fastball,745850_2_3_669084_664056,"In Play, Out",-0.199543466
2024-745850-69,69,3/30/24,4,1,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,2,Bottom,1,0,0,Fastball,FB,FoulBall,NA,NA,NA,NA,0,92.4,2148,142,5.52,-3.02,6.9,14.76,-5.16,3.54,0.26,-3.889671338,3.069562593,70.4,28,212,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,FALSE,TRUE,TRUE,NA,NA,NA,745850_2_4_669084_607043,NA,-0.055420604
2024-745850-70,70,3/30/24,4,2,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,2,Bottom,1,0,1,Slider,SL,BallCalled,NA,NA,NA,NA,0,84.7,2317,275,5.4,-3.15,6.8,-0.24,6.84,1.19,1.6,-8.276630027,5.689514743,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Early,FALSE,FALSE,FALSE,FoulBall,Fastball,Fastball,745850_2_4_669084_607043,NA,0.036276758
2024-745850-71,71,3/30/24,4,3,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,2,Bottom,1,1,1,Slider,SL,StrikeSwinging,NA,NA,NA,NA,0,82.3,2412,296,5.34,-3.13,7.2,1.56,10.2,0.98,0.92,-8.504117807,5.230612646,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Early,FALSE,TRUE,TRUE,BallCalled,Slider,Breaking Ball,745850_2_4_669084_607043,NA,-0.085536634
2024-745850-72,72,3/30/24,4,4,"Hall, DL",669084,Left,MIL,MIL,"Nimmo, Brandon",607043,Left,NYM,NYM,2,Bottom,1,1,2,Slider,SL,StrikeSwinging,Strikeout,NA,NA,NA,0,82.5,2508,289,5.45,-3.09,6.8,-4.2,6.48,2.01,1.02,-8.021271808,4.971965607,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,FALSE,TRUE,TRUE,StrikeSwinging,Slider,Breaking Ball,745850_2_4_669084_607043,Strikeout,-0.236340971
2024-745850-73,73,3/30/24,5,1,"Hall, DL",669084,Left,MIL,MIL,"Lindor, Francisco",596019,Right,NYM,NYM,2,Bottom,2,0,0,Fastball,FB,BallCalled,NA,NA,NA,NA,0,91.5,2139,149,5.44,-3.18,7,15.24,-5.52,3.86,-0.45,-3.51190858,2.445710194,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,FALSE,FALSE,FALSE,NA,NA,NA,745850_2_5_669084_596019,NA,0.04620961
2024-745850-74,74,3/30/24,5,2,"Hall, DL",669084,Left,MIL,MIL,"Lindor, Francisco",596019,Right,NYM,NYM,2,Bottom,2,1,0,ChangeUp,CH,InPlay,NA,Popup,Out,1,0,83.1,1987,118,5.39,-3.48,6.9,10.08,-12.6,3.32,-0.14,-5.273961853,2.472461936,93.2,68,85,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,Early,TRUE,TRUE,TRUE,BallCalled,Fastball,Fastball,745850_2_5_669084_596019,"In Play, Out",-0.364472605
2024-745850-98,98,3/30/24,1,1,"Hall, DL",669084,Left,MIL,MIL,"Alonso, Pete",624413,Right,NYM,NYM,3,Bottom,0,0,0,ChangeUp,CH,InPlay,NA,FlyBall,Out,1,0,82.1,1739,120,5.42,-3.43,6.7,9,-14.52,2.35,-0.49,-6.515253948,1.86568991,86.2,48,248,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,F-Pitch,TRUE,TRUE,TRUE,NA,NA,NA,745850_3_1_669084_624413,"In Play, Out",-0.335720654
2024-745850-99,99,3/30/24,2,1,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,3,Bottom,1,0,0,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,91.5,2056,141,5.46,-3.08,7.1,15.36,-11.28,2.2,-0.43,-5.26896744,1.846751695,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,TRUE,TRUE,FALSE,NA,NA,NA,745850_3_2_669084_621438,NA,-0.055420604
2024-745850-100,100,3/30/24,2,2,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,3,Bottom,1,0,1,Fastball,FB,StrikeCalled,NA,NA,NA,NA,0,90.7,2002,141,5.58,-2.82,6.8,14.28,-8.04,2.93,0.04,-4.797624205,2.362903616,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,TRUE,TRUE,FALSE,StrikeCalled,Fastball,Fastball,745850_3_2_669084_621438,NA,-0.075639955
2024-745850-101,101,3/30/24,2,3,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,3,Bottom,1,0,2,ChangeUp,CH,BallCalled,NA,NA,NA,NA,0,84.1,1994,120,5.39,-3.23,6.8,12.6,-14.64,2.47,-1.37,-5.853147695,0.69539073,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,Two Strikes,FALSE,FALSE,FALSE,StrikeCalled,Fastball,Fastball,745850_3_2_669084_621438,NA,0.026380078
2024-745850-102,102,3/30/24,2,4,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,3,Bottom,1,1,2,Curveball,CB,BallCalled,NA,NA,NA,NA,0,79,2630,316,5.53,-3.09,6.8,-13.68,11.64,0.18,0.78,-11.1914772,5.162239672,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,FALSE,FALSE,FALSE,BallCalled,ChangeUp,Offspeed,745850_3_2_669084_621438,NA,0.050954835
2024-745850-103,103,3/30/24,2,5,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,3,Bottom,1,2,2,Curveball,CB,FoulBall,NA,NA,NA,NA,0,77.2,2451,314,5.69,-3.15,6.5,-12.6,13.92,1.92,0.12,-9.605429605,4.718415062,97.4,11,164,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Two Strikes,TRUE,TRUE,TRUE,BallCalled,Curveball,Breaking Ball,745850_3_2_669084_621438,NA,0
2024-745850-104,104,3/30/24,2,6,"Hall, DL",669084,Left,MIL,MIL,"Taylor, Tyrone",621438,Right,NYM,NYM,3,Bottom,1,2,2,ChangeUp,CH,InPlay,NA,FlyBall,Out,1,0,83,2012,122,5.48,-3.06,6.9,10.68,-15.72,2.38,-0.15,-6.314776615,1.723248148,95.9,42,322,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,Two Strikes,TRUE,TRUE,TRUE,FoulBall,Curveball,Breaking Ball,745850_3_2_669084_621438,"In Play, Out",-0.008580836
2024-745850-105,105,3/30/24,3,1,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,3,Bottom,2,0,0,ChangeUp,CH,BallCalled,NA,NA,NA,NA,0,82.3,1933,123,5.5,-3.19,6.7,12.12,-11.52,2.76,-1.66,-5.876383775,0.624579537,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Offspeed,OFF,F-Pitch,FALSE,FALSE,FALSE,NA,NA,NA,745850_3_3_669084_516782,NA,0.04620961
2024-745850-106,106,3/30/24,3,2,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,3,Bottom,2,1,0,Curveball,CB,StrikeCalled,NA,NA,NA,NA,0,79,2552,307,5.61,-3.2,6.7,-13.8,10.44,1.72,0.54,-9.6660685,4.916520986,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Breaking Ball,BRK,Early,TRUE,TRUE,FALSE,BallCalled,ChangeUp,Offspeed,745850_3_3_669084_516782,NA,-0.065353456
2024-745850-107,107,3/30/24,3,3,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,3,Bottom,2,1,1,Fastball,FB,BallCalled,NA,NA,NA,NA,0,92.2,2096,142,5.42,-3.25,6.9,11.16,-6.48,4.17,-0.51,-3.455268497,2.37217395,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Early,FALSE,FALSE,FALSE,StrikeCalled,Curveball,Breaking Ball,745850_3_3_669084_516782,NA,0.064921367
2024-745850-108,108,3/30/24,3,4,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,3,Bottom,2,2,1,Fastball,FB,FoulBall,NA,NA,NA,NA,0,90.1,2019,150,5.55,-3.14,6.8,12.96,-1.56,3.27,-0.2,-4.580555328,3.013518098,73.2,54,192,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,B-Ahead,TRUE,TRUE,TRUE,BallCalled,Fastball,Fastball,745850_3_3_669084_516782,NA,-0.099503166
2024-745850-109,109,3/30/24,3,5,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,3,Bottom,2,2,2,Fastball,FB,BallCalled,NA,NA,NA,NA,0,92.2,2152,145,5.43,-2.92,6.9,13.68,-9.48,3.74,-1.47,-3.697793009,0.719184444,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Two Strikes,FALSE,FALSE,FALSE,FoulBall,Fastball,Fastball,745850_3_3_669084_516782,NA,0.115264066
2024-745850-110,110,3/30/24,3,6,"Hall, DL",669084,Left,MIL,MIL,"Marte, Starling",516782,Right,NYM,NYM,3,Bottom,2,3,2,Fastball,FB,BallCalled,Walk,NA,NA,NA,0,92.8,2149,138,5.41,-3.05,7,12.6,-6.6,1.66,0.84,-5.902724499,3.598808388,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,Two Strikes,FALSE,FALSE,FALSE,BallCalled,Fastball,Fastball,745850_3_3_669084_516782,Walk,0.292084097
2024-745850-111,111,3/30/24,4,1,"Hall, DL",669084,Left,MIL,MIL,"McNeil, Jeff",643446,Left,NYM,NYM,3,Bottom,2,0,0,Fastball,FB,BallCalled,NA,NA,NA,NA,0,92.1,2200,155,5.32,-2.95,7.1,14.52,-6.6,0.27,0.55,-7.168614223,3.1789527,NA,NA,NA,661388,661388,NYM,NYM,MIL,MIL,745850,R,2024,Fastball,FB,F-Pitch,FALSE,FALSE,FALSE,NA,NA,NA,745850_3_4_669084_643446,NA,0.04620961
